Sex,Length,Diameter,Height,Whole weightShucked weight,Viscera weight,Shell weight,Rings,Age
I,0.425,0.340,0.105,0.389,0.202,0.091,0.088,6
I,0.430,0.340,0.105,0.441,0.239,0.075,0.108,6
I,0.440,0.340,0.105,0.369,0.164,0.080,0.102,5
M,0.440,0.320,0.120,0.457,0.244,0.092,0.103,8
I,0.440,0.365,0.110,0.447,0.213,0.089,0.114,9
M,0.450,0.335,0.125,0.448,0.217,0.126,0.110,6
I,0.455,0.335,0.135,0.501,0.274,0.100,0.107,7
I,0.460,0.355,0.110,0.436,0.198,0.096,0.125,8
I,0.470,0.345,0.140,0.462,0.229,0.111,0.116,9
I,0.470,0.350,0.125,0.432,0.190,0.117,0.118,6
I,0.470,0.355,0.120,0.369,0.126,0.084,0.137,6
M,0.475,0.370,0.125,0.649,0.347,0.136,0.142,8
I,0.475,0.365,0.115,0.459,0.218,0.093,0.117,7
F,0.475,0.365,0.115,0.566,0.281,0.117,0.134,7
I,0.480,0.360,0.125,0.542,0.280,0.103,0.147,7
I,0.485,0.380,0.120,0.473,0.208,0.108,0.147,6
M,0.485,0.390,0.085,0.644,0.295,0.103,0.198,8
M,0.485,0.370,0.130,0.526,0.249,0.105,0.156,6
F,0.495,0.380,0.120,0.573,0.266,0.129,0.144,7
M,0.505,0.385,0.105,0.553,0.239,0.125,0.156,9
F,0.505,0.380,0.135,0.686,0.361,0.157,0.161,9
I,0.515,0.395,0.125,0.556,0.270,0.096,0.170,8
M,0.515,0.425,0.145,0.937,0.497,0.181,0.219,8
I,0.515,0.400,0.125,0.563,0.250,0.125,0.170,7
M,0.520,0.400,0.125,0.559,0.254,0.139,0.149,8
M,0.525,0.400,0.140,0.721,0.369,0.145,0.174,8
I,0.530,0.430,0.130,0.705,0.346,0.142,0.189,9
M,0.530,0.400,0.125,0.758,0.398,0.151,0.175,8
F,0.545,0.410,0.140,0.741,0.357,0.178,0.203,9
F,0.550,0.430,0.140,0.840,0.375,0.218,0.195,8
M,0.550,0.425,0.160,0.793,0.343,0.204,0.215,9
F,0.560,0.430,0.150,0.875,0.453,0.161,0.220,8
F,0.560,0.435,0.150,0.872,0.476,0.184,0.184,9
M,0.570,0.445,0.150,0.988,0.504,0.207,0.249,8
M,0.575,0.465,0.150,1.080,0.595,0.207,0.238,9
M,0.575,0.460,0.165,0.916,0.401,0.247,0.239,8
F,0.580,0.460,0.175,1.165,0.650,0.221,0.306,9
F,0.580,0.435,0.140,0.953,0.475,0.217,0.210,9
M,0.585,0.455,0.150,0.906,0.410,0.230,0.234,8
M,0.590,0.440,0.150,0.873,0.387,0.215,0.245,8
F,0.590,0.465,0.150,1.151,0.613,0.239,0.252,9
F,0.590,0.460,0.145,0.991,0.453,0.221,0.275,8
F,0.595,0.455,0.160,1.040,0.452,0.266,0.288,9
M,0.600,0.455,0.155,0.945,0.437,0.209,0.250,8
M,0.600,0.465,0.200,1.259,0.641,0.199,0.357,9
F,0.605,0.485,0.165,0.952,0.454,0.193,0.277,11
F,0.605,0.485,0.160,1.201,0.417,0.288,0.380,9
F,0.605,0.515,0.170,1.289,0.600,0.295,0.332,9
F,0.610,0.485,0.170,1.101,0.513,0.229,0.305,11
I,0.615,0.475,0.130,0.843,0.353,0.192,0.251,8
M,0.620,0.485,0.155,1.049,0.462,0.231,0.250,10
F,0.620,0.435,0.155,1.012,0.477,0.236,0.275,8
M,0.620,0.480,0.165,1.073,0.482,0.235,0.312,9
M,0.625,0.520,0.175,1.411,0.691,0.322,0.347,10
M,0.625,0.470,0.180,1.136,0.451,0.325,0.305,11
M,0.630,0.470,0.145,1.101,0.520,0.260,0.276,9
F,0.630,0.500,0.175,1.111,0.467,0.268,0.329,10
M,0.630,0.455,0.150,1.132,0.481,0.275,0.305,9
M,0.630,0.480,0.150,1.271,0.661,0.243,0.310,11
F,0.630,0.490,0.225,1.336,0.681,0.259,0.325,10
F,0.635,0.505,0.145,1.135,0.505,0.266,0.315,10
M,0.635,0.510,0.185,1.308,0.544,0.318,0.377,8
F,0.640,0.515,0.205,1.534,0.664,0.335,0.403,9
F,0.645,0.515,0.175,1.546,0.704,0.365,0.415,10
M,0.645,0.510,0.155,1.539,0.641,0.359,0.430,11
F,0.645,0.505,0.165,1.318,0.550,0.302,0.335,11
F,0.650,0.545,0.175,1.525,0.590,0.326,0.495,10
M,0.650,0.515,0.175,1.466,0.677,0.305,0.400,10
F,0.650,0.500,0.160,1.383,0.702,0.304,0.320,9
M,0.650,0.485,0.140,1.175,0.475,0.244,0.215,8
F,0.655,0.540,0.215,1.556,0.695,0.296,0.444,11
M,0.655,0.510,0.215,1.784,0.889,0.410,0.420,11
M,0.660,0.505,0.165,1.374,0.589,0.351,0.345,10
F,0.665,0.515,0.180,1.389,0.595,0.324,0.395,10
M,0.670,0.545,0.200,1.703,0.833,0.374,0.410,11
M,0.670,0.510,0.175,1.527,0.651,0.448,0.345,10
M,0.670,0.500,0.190,1.519,0.616,0.388,0.415,10
F,0.680,0.500,0.185,1.741,0.767,0.326,0.469,12
M,0.680,0.515,0.170,1.612,0.842,0.306,0.395,11
M,0.690,0.525,0.200,1.783,0.917,0.333,0.461,12
F,0.700,0.550,0.170,1.684,0.754,0.327,0.320,11
M,0.700,0.555,0.200,1.858,0.730,0.367,0.595,11
M,0.705,0.560,0.165,1.675,0.797,0.410,0.388,10
M,0.720,0.565,0.200,2.106,1.017,0.363,0.494,12
M,0.725,0.575,0.240,2.210,1.351,0.413,0.502,13
M,0.740,0.570,0.180,1.873,0.912,0.427,0.446,10
M,0.750,0.550,0.180,1.893,0.942,0.397,0.445,11
I,0.210,0.170,0.045,0.048,0.019,0.011,0.013,5
I,0.285,0.210,0.055,0.101,0.042,0.017,0.034,5
I,0.295,0.215,0.070,0.121,0.047,0.016,0.041,6
I,0.300,0.230,0.085,0.117,0.050,0.018,0.042,6
I,0.305,0.225,0.090,0.147,0.063,0.034,0.042,6
I,0.335,0.255,0.080,0.168,0.079,0.036,0.050,5
I,0.350,0.260,0.075,0.180,0.090,0.025,0.055,5
I,0.355,0.270,0.075,0.178,0.079,0.032,0.054,6
I,0.355,0.260,0.090,0.199,0.072,0.050,0.058,7
I,0.360,0.270,0.095,0.200,0.073,0.056,0.061,8
I,0.360,0.275,0.075,0.221,0.099,0.044,0.066,7
I,0.360,0.265,0.075,0.185,0.083,0.037,0.055,7
I,0.365,0.270,0.085,0.223,0.094,0.053,0.066,7
I,0.370,0.270,0.095,0.218,0.097,0.046,0.065,6
I,0.375,0.280,0.080,0.217,0.094,0.093,0.070,7
I,0.380,0.285,0.095,0.243,0.090,0.067,0.075,7
I,0.380,0.290,0.100,0.237,0.108,0.040,0.082,6
I,0.385,0.290,0.090,0.237,0.100,0.051,0.076,8
I,0.385,0.280,0.095,0.257,0.119,0.059,0.070,7
I,0.385,0.300,0.090,0.308,0.153,0.056,0.084,8
I,0.390,0.300,0.090,0.252,0.107,0.053,0.080,7
I,0.390,0.285,0.100,0.281,0.128,0.062,0.077,7
I,0.390,0.290,0.100,0.223,0.095,0.047,0.073,7
I,0.410,0.300,0.090,0.304,0.129,0.071,0.096,8
I,0.410,0.300,0.090,0.280,0.141,0.058,0.075,8
I,0.415,0.325,0.100,0.313,0.139,0.063,0.097,7
I,0.425,0.325,0.110,0.317,0.135,0.048,0.090,8
I,0.425,0.315,0.080,0.303,0.131,0.059,0.095,7
I,0.435,0.335,0.100,0.330,0.129,0.070,0.110,7
I,0.435,0.325,0.110,0.367,0.160,0.080,0.105,6
I,0.450,0.340,0.095,0.325,0.139,0.064,0.105,8
I,0.450,0.335,0.110,0.420,0.181,0.085,0.135,7
I,0.455,0.360,0.115,0.457,0.209,0.086,0.147,10
I,0.460,0.350,0.110,0.400,0.176,0.083,0.121,7
I,0.460,0.355,0.110,0.426,0.202,0.081,0.130,7
I,0.465,0.370,0.120,0.437,0.188,0.082,0.147,9
I,0.465,0.345,0.110,0.393,0.183,0.074,0.120,8
I,0.470,0.355,0.125,0.499,0.210,0.099,0.155,8
I,0.475,0.360,0.145,0.633,0.283,0.137,0.190,8
M,0.475,0.360,0.100,0.429,0.197,0.099,0.112,7
I,0.475,0.360,0.125,0.491,0.205,0.131,0.125,8
I,0.480,0.370,0.125,0.474,0.179,0.104,0.175,9
I,0.480,0.370,0.120,0.536,0.251,0.114,0.150,8
M,0.480,0.355,0.160,0.464,0.221,0.106,0.239,8
I,0.485,0.375,0.130,0.603,0.294,0.129,0.160,7
I,0.490,0.375,0.115,0.462,0.204,0.095,0.143,8
I,0.490,0.400,0.135,0.624,0.304,0.129,0.169,8
I,0.495,0.370,0.125,0.472,0.208,0.091,0.150,8
I,0.495,0.400,0.105,0.602,0.251,0.127,0.190,8
I,0.500,0.400,0.120,0.616,0.261,0.143,0.194,8
I,0.500,0.390,0.120,0.596,0.246,0.147,0.173,8
I,0.500,0.375,0.140,0.559,0.238,0.135,0.169,9
I,0.510,0.395,0.130,0.603,0.281,0.143,0.162,7
F,0.515,0.375,0.110,0.607,0.301,0.131,0.150,6
I,0.515,0.360,0.125,0.473,0.182,0.125,0.138,9
I,0.515,0.350,0.105,0.475,0.213,0.123,0.128,10
I,0.515,0.395,0.125,0.664,0.320,0.140,0.170,8
I,0.515,0.390,0.125,0.571,0.238,0.127,0.185,8
I,0.520,0.410,0.145,0.646,0.297,0.160,0.165,9
I,0.520,0.390,0.130,0.555,0.236,0.110,0.190,7
M,0.525,0.415,0.145,0.845,0.353,0.164,0.288,8
I,0.525,0.390,0.120,0.664,0.312,0.147,0.178,9
I,0.525,0.380,0.135,0.615,0.261,0.159,0.175,8
I,0.525,0.400,0.140,0.654,0.305,0.160,0.169,7
M,0.525,0.400,0.155,0.707,0.282,0.161,0.225,9
I,0.530,0.420,0.120,0.597,0.256,0.141,0.177,7
I,0.530,0.430,0.135,0.626,0.245,0.146,0.214,10
I,0.530,0.400,0.145,0.555,0.194,0.131,0.195,9
I,0.530,0.420,0.130,0.837,0.375,0.167,0.249,11
I,0.535,0.400,0.130,0.657,0.284,0.162,0.175,7
I,0.540,0.430,0.170,0.836,0.373,0.182,0.240,9
I,0.540,0.425,0.140,0.742,0.320,0.140,0.250,9
I,0.540,0.430,0.140,0.820,0.394,0.173,0.230,9
M,0.540,0.455,0.140,0.972,0.419,0.255,0.269,10
I,0.540,0.420,0.140,0.628,0.251,0.118,0.235,9
I,0.540,0.425,0.130,0.721,0.296,0.169,0.225,10
I,0.540,0.425,0.135,0.686,0.348,0.155,0.213,8
I,0.545,0.400,0.130,0.686,0.329,0.146,0.180,9
I,0.545,0.375,0.120,0.543,0.238,0.116,0.173,8
I,0.545,0.420,0.125,0.717,0.358,0.112,0.220,8
M,0.550,0.435,0.140,0.763,0.327,0.169,0.259,10
I,0.550,0.425,0.150,0.639,0.269,0.135,0.217,9
I,0.550,0.420,0.135,0.816,0.400,0.149,0.230,12
I,0.550,0.415,0.145,0.782,0.373,0.160,0.222,8
I,0.550,0.425,0.150,0.767,0.339,0.176,0.210,8
I,0.555,0.395,0.130,0.559,0.222,0.125,0.170,9
I,0.555,0.435,0.140,0.765,0.395,0.150,0.206,8
I,0.555,0.460,0.145,0.901,0.385,0.158,0.277,11
I,0.560,0.445,0.150,0.823,0.369,0.187,0.236,10
I,0.560,0.440,0.130,0.724,0.349,0.149,0.200,8
M,0.560,0.425,0.135,0.849,0.327,0.221,0.265,10
I,0.565,0.420,0.155,0.743,0.310,0.186,0.231,9
F,0.565,0.440,0.150,0.863,0.435,0.149,0.270,9
M,0.565,0.440,0.125,0.802,0.360,0.183,0.215,9
M,0.565,0.430,0.150,0.831,0.425,0.174,0.219,10
F,0.570,0.450,0.135,0.781,0.335,0.185,0.210,8
M,0.570,0.450,0.140,0.795,0.339,0.148,0.245,9
I,0.570,0.435,0.170,0.848,0.400,0.166,0.250,9
I,0.570,0.430,0.145,0.833,0.354,0.144,0.282,10
I,0.570,0.445,0.155,0.867,0.371,0.171,0.280,9
I,0.570,0.445,0.145,0.741,0.306,0.172,0.183,12
M,0.575,0.455,0.165,0.867,0.377,0.181,0.268,8
I,0.575,0.425,0.135,0.797,0.364,0.196,0.239,10
F,0.575,0.470,0.155,1.116,0.509,0.238,0.340,10
I,0.575,0.450,0.125,0.780,0.328,0.188,0.235,9
M,0.575,0.470,0.185,0.985,0.375,0.218,0.355,10
F,0.575,0.465,0.195,0.997,0.417,0.247,0.470,8
I,0.575,0.445,0.170,0.802,0.348,0.147,0.250,9
I,0.575,0.450,0.135,0.807,0.362,0.176,0.254,10
F,0.575,0.435,0.150,1.031,0.461,0.218,0.360,8
M,0.575,0.445,0.160,0.839,0.401,0.198,0.239,9
M,0.575,0.440,0.160,0.962,0.483,0.166,0.275,13
F,0.580,0.435,0.150,0.834,0.428,0.152,0.230,8
M,0.580,0.460,0.155,1.034,0.469,0.223,0.295,10
M,0.580,0.430,0.130,0.798,0.365,0.173,0.229,10
I,0.580,0.445,0.125,0.710,0.303,0.141,0.235,9
F,0.585,0.445,0.140,0.913,0.431,0.221,0.253,10
M,0.590,0.490,0.165,1.207,0.559,0.235,0.309,10
I,0.590,0.450,0.145,1.022,0.428,0.268,0.265,10
I,0.590,0.460,0.145,0.902,0.419,0.179,0.260,11
F,0.595,0.435,0.150,0.900,0.418,0.170,0.265,8
M,0.595,0.450,0.140,0.838,0.397,0.194,0.217,10
M,0.595,0.450,0.145,0.959,0.463,0.207,0.254,10
I,0.595,0.460,0.150,0.834,0.377,0.193,0.235,8
F,0.600,0.460,0.155,0.974,0.427,0.205,0.300,8
F,0.600,0.475,0.150,1.130,0.575,0.196,0.305,9
M,0.600,0.480,0.165,0.917,0.414,0.197,0.273,9
I,0.600,0.480,0.170,0.918,0.380,0.223,0.290,8
F,0.600,0.480,0.180,1.065,0.450,0.246,0.325,10
M,0.600,0.470,0.165,1.059,0.504,0.241,0.275,9
M,0.600,0.470,0.160,1.194,0.563,0.305,0.264,10
F,0.605,0.455,0.145,0.978,0.468,0.178,0.275,9
M,0.605,0.475,0.145,0.884,0.384,0.191,0.270,8
I,0.605,0.470,0.145,0.803,0.379,0.227,0.220,9
F,0.605,0.480,0.140,0.991,0.474,0.235,0.240,8
F,0.605,0.470,0.155,0.974,0.393,0.224,0.335,9
F,0.605,0.505,0.180,1.434,0.729,0.264,0.431,11
M,0.610,0.475,0.155,0.983,0.457,0.228,0.266,10
F,0.610,0.465,0.160,1.073,0.484,0.252,0.280,10
F,0.610,0.485,0.150,1.241,0.603,0.292,0.309,12
M,0.610,0.470,0.160,1.022,0.449,0.235,0.295,9
F,0.610,0.475,0.160,1.116,0.384,0.223,0.379,10
I,0.610,0.465,0.125,0.923,0.436,0.190,0.260,9
M,0.610,0.470,0.170,1.119,0.523,0.241,0.310,9
F,0.610,0.485,0.180,1.280,0.574,0.286,0.355,7
M,0.615,0.470,0.160,1.018,0.473,0.240,0.280,10
M,0.615,0.475,0.175,1.224,0.604,0.261,0.311,9
I,0.620,0.485,0.180,1.154,0.494,0.256,0.315,12
F,0.620,0.515,0.155,1.326,0.669,0.261,0.335,12
M,0.620,0.515,0.175,1.221,0.535,0.241,0.395,13
F,0.620,0.540,0.165,1.139,0.500,0.244,0.357,11
I,0.620,0.490,0.160,1.066,0.446,0.246,0.305,11
F,0.620,0.480,0.180,1.222,0.582,0.270,0.313,12
I,0.620,0.470,0.140,0.857,0.360,0.160,0.295,9
I,0.620,0.450,0.135,0.924,0.358,0.227,0.297,10
M,0.620,0.480,0.150,1.266,0.629,0.258,0.309,12
F,0.620,0.480,0.175,1.041,0.464,0.223,0.300,9
M,0.625,0.490,0.165,1.117,0.490,0.262,0.333,11
M,0.625,0.475,0.160,1.085,0.501,0.236,0.311,10
M,0.625,0.500,0.170,1.099,0.465,0.220,0.354,9
I,0.625,0.470,0.155,1.196,0.643,0.206,0.315,12
F,0.625,0.485,0.175,1.362,0.677,0.262,0.371,10
I,0.625,0.485,0.150,1.044,0.438,0.287,0.278,9
M,0.630,0.505,0.170,1.092,0.462,0.266,0.300,9
F,0.630,0.500,0.180,1.197,0.514,0.233,0.400,8
M,0.630,0.490,0.170,1.175,0.526,0.273,0.339,11
M,0.630,0.485,0.165,1.233,0.657,0.232,0.304,10
M,0.630,0.495,0.175,1.270,0.605,0.271,0.328,11
I,0.635,0.500,0.165,1.489,0.715,0.345,0.362,13
M,0.635,0.500,0.170,1.435,0.611,0.309,0.418,12
F,0.635,0.490,0.175,1.244,0.581,0.313,0.305,10
F,0.635,0.490,0.170,1.262,0.539,0.267,0.380,9
F,0.640,0.505,0.165,1.224,0.522,0.270,0.360,10
M,0.640,0.515,0.180,1.247,0.548,0.293,0.369,10
M,0.640,0.525,0.185,1.707,0.763,0.421,0.444,11
M,0.645,0.505,0.150,1.161,0.519,0.262,0.335,10
M,0.645,0.500,0.175,1.286,0.565,0.288,0.386,12
M,0.645,0.500,0.190,1.560,0.741,0.372,0.385,14
M,0.645,0.510,0.190,1.475,0.605,0.345,0.480,9
M,0.645,0.510,0.195,1.226,0.589,0.222,0.375,10
M,0.645,0.510,0.160,1.330,0.667,0.309,0.317,9
F,0.645,0.510,0.160,1.242,0.582,0.276,0.315,9
M,0.645,0.500,0.175,1.338,0.554,0.308,0.415,10
F,0.645,0.510,0.190,1.363,0.573,0.362,0.360,10
M,0.645,0.485,0.150,1.222,0.570,0.274,0.330,9
F,0.645,0.480,0.190,1.371,0.693,0.291,0.350,12
F,0.650,0.495,0.155,1.337,0.615,0.320,0.335,9
M,0.650,0.505,0.190,1.274,0.590,0.230,0.391,11
M,0.650,0.525,0.185,1.488,0.665,0.337,0.378,11
M,0.650,0.510,0.160,1.384,0.639,0.291,0.367,9
M,0.655,0.550,0.180,1.274,0.586,0.281,0.365,10
F,0.655,0.510,0.150,1.043,0.480,0.223,0.305,9
F,0.655,0.505,0.190,1.349,0.594,0.275,0.425,12
F,0.655,0.505,0.195,1.441,0.688,0.381,0.363,11
M,0.660,0.500,0.165,1.320,0.667,0.269,0.341,9
F,0.660,0.535,0.175,1.518,0.711,0.313,0.415,12
M,0.660,0.530,0.195,1.551,0.651,0.330,0.495,10
M,0.660,0.510,0.165,1.638,0.769,0.355,0.393,14
M,0.665,0.525,0.175,1.443,0.664,0.385,0.353,11
M,0.665,0.505,0.160,1.289,0.615,0.253,0.367,11
F,0.665,0.505,0.160,1.292,0.631,0.293,0.320,11
M,0.665,0.520,0.175,1.373,0.606,0.320,0.395,12
M,0.665,0.500,0.175,1.298,0.608,0.314,0.315,9
M,0.670,0.505,0.160,1.259,0.626,0.311,0.308,12
M,0.670,0.520,0.165,1.390,0.711,0.287,0.300,11
F,0.670,0.520,0.190,1.320,0.524,0.310,0.428,13
F,0.670,0.550,0.155,1.566,0.858,0.339,0.354,10
F,0.670,0.540,0.195,1.619,0.740,0.331,0.465,11
M,0.675,0.525,0.160,1.284,0.572,0.276,0.355,13
F,0.675,0.510,0.195,1.382,0.605,0.318,0.397,10
M,0.680,0.520,0.195,1.454,0.592,0.391,0.413,10
F,0.680,0.510,0.200,1.608,0.714,0.339,0.471,11
M,0.685,0.520,0.150,1.374,0.719,0.293,0.320,11
F,0.685,0.565,0.175,1.638,0.778,0.375,0.438,11
F,0.690,0.550,0.200,1.569,0.687,0.368,0.460,12
M,0.700,0.565,0.175,1.857,0.845,0.394,0.540,10
F,0.700,0.535,0.175,1.773,0.681,0.480,0.512,15
F,0.705,0.545,0.170,1.580,0.644,0.457,0.265,11
M,0.710,0.575,0.215,2.009,0.990,0.448,0.502,11
F,0.710,0.570,0.195,1.981,0.993,0.493,0.480,12
F,0.710,0.540,0.205,1.581,0.802,0.287,0.435,10
M,0.710,0.560,0.220,2.015,0.922,0.454,0.566,11
M,0.720,0.570,0.200,1.828,0.919,0.366,0.485,10
M,0.720,0.550,0.205,2.125,1.146,0.443,0.511,13
F,0.720,0.525,0.180,1.445,0.631,0.322,0.435,7
F,0.725,0.565,0.210,2.143,1.030,0.487,0.503,14
F,0.730,0.560,0.190,1.943,0.799,0.520,0.566,11
M,0.735,0.590,0.215,1.747,0.728,0.403,0.557,11
F,0.740,0.565,0.205,2.119,0.966,0.519,0.482,12
F,0.750,0.565,0.215,1.938,0.774,0.483,0.575,11
M,0.750,0.595,0.205,2.221,1.083,0.421,0.630,12
M,0.770,0.620,0.195,2.516,1.116,0.642,0.642,12
M,0.775,0.630,0.250,2.780,1.349,0.760,0.578,12
I,0.275,0.175,0.090,0.232,0.096,0.057,0.071,5
I,0.375,0.245,0.100,0.394,0.166,0.091,0.113,6
F,0.375,0.270,0.135,0.597,0.272,0.131,0.168,7
M,0.390,0.280,0.125,0.564,0.304,0.096,0.143,7
I,0.435,0.300,0.120,0.597,0.259,0.139,0.165,8
M,0.445,0.320,0.120,0.414,0.199,0.090,0.117,7
I,0.455,0.335,0.105,0.422,0.229,0.087,0.100,6
I,0.455,0.325,0.135,0.820,0.401,0.172,0.211,8
I,0.455,0.345,0.110,0.434,0.207,0.086,0.122,8
I,0.465,0.325,0.140,0.762,0.362,0.154,0.209,10
M,0.465,0.360,0.115,0.580,0.295,0.140,0.120,7
I,0.485,0.365,0.105,0.521,0.195,0.123,0.182,8
M,0.485,0.370,0.155,0.968,0.419,0.246,0.237,9
I,0.485,0.345,0.160,0.869,0.309,0.185,0.319,9
F,0.490,0.355,0.160,0.880,0.349,0.215,0.283,8
M,0.500,0.370,0.150,1.062,0.494,0.223,0.296,9
M,0.515,0.350,0.155,0.923,0.419,0.198,0.273,9
M,0.515,0.395,0.135,1.007,0.472,0.250,0.252,8
M,0.525,0.365,0.170,0.961,0.438,0.223,0.276,10
M,0.525,0.380,0.125,0.650,0.303,0.155,0.159,7
M,0.530,0.410,0.140,0.755,0.350,0.172,0.211,8
F,0.535,0.425,0.135,0.771,0.377,0.182,0.180,8
I,0.535,0.385,0.180,1.084,0.496,0.230,0.304,8
I,0.545,0.420,0.165,0.894,0.424,0.220,0.228,8
F,0.545,0.415,0.200,1.358,0.567,0.318,0.403,10
F,0.545,0.385,0.150,1.119,0.543,0.245,0.285,9
F,0.550,0.380,0.165,1.205,0.543,0.294,0.335,10
M,0.550,0.420,0.160,1.341,0.633,0.311,0.344,10
M,0.570,0.455,0.175,1.020,0.481,0.215,0.290,9
M,0.575,0.440,0.185,1.025,0.508,0.225,0.249,10
I,0.575,0.450,0.130,0.815,0.403,0.172,0.213,10
F,0.580,0.430,0.170,1.480,0.654,0.324,0.416,10
M,0.585,0.455,0.145,0.953,0.395,0.269,0.258,10
I,0.585,0.450,0.150,0.892,0.398,0.204,0.253,8
M,0.600,0.495,0.175,1.301,0.620,0.284,0.329,11
M,0.600,0.465,0.165,1.038,0.498,0.221,0.251,9
M,0.605,0.475,0.175,1.253,0.558,0.306,0.343,9
M,0.605,0.475,0.150,1.150,0.575,0.232,0.297,10
F,0.610,0.475,0.150,1.114,0.520,0.258,0.301,11
F,0.615,0.455,0.145,1.116,0.505,0.238,0.315,10
M,0.620,0.470,0.145,1.087,0.511,0.272,0.257,10
M,0.625,0.495,0.175,1.254,0.582,0.286,0.319,9
M,0.625,0.490,0.185,1.169,0.528,0.254,0.344,11
M,0.635,0.495,0.195,1.172,0.445,0.312,0.348,11
F,0.635,0.475,0.150,1.185,0.533,0.307,0.291,10
F,0.640,0.475,0.140,1.073,0.490,0.230,0.310,8
M,0.645,0.500,0.160,1.382,0.672,0.326,0.315,9
M,0.650,0.525,0.190,1.613,0.777,0.369,0.397,11
M,0.650,0.485,0.160,1.740,0.572,0.279,0.308,10
F,0.655,0.520,0.200,1.548,0.713,0.314,0.466,9
M,0.655,0.545,0.190,1.425,0.633,0.333,0.378,10
F,0.665,0.515,0.185,1.341,0.560,0.293,0.438,11
F,0.675,0.530,0.175,1.447,0.678,0.330,0.389,10
F,0.685,0.535,0.175,1.585,0.718,0.378,0.422,9
F,0.695,0.550,0.185,1.679,0.805,0.402,0.397,10
M,0.695,0.530,0.190,1.726,0.763,0.436,0.455,11
F,0.705,0.545,0.180,1.540,0.608,0.368,0.465,13
F,0.720,0.550,0.195,2.073,1.072,0.427,0.502,9
M,0.720,0.560,0.180,1.587,0.691,0.375,0.443,11
M,0.730,0.575,0.210,2.069,0.929,0.409,0.643,11
I,0.185,0.135,0.040,0.027,0.011,0.006,0.009,5
I,0.240,0.180,0.055,0.056,0.024,0.013,0.018,4
I,0.310,0.215,0.075,0.128,0.057,0.028,0.036,7
I,0.340,0.260,0.085,0.189,0.082,0.034,0.060,6
I,0.350,0.265,0.080,0.200,0.090,0.042,0.060,7
I,0.365,0.270,0.085,0.197,0.082,0.033,0.065,6
I,0.365,0.275,0.085,0.223,0.098,0.038,0.075,7
I,0.365,0.270,0.075,0.222,0.095,0.045,0.070,6
I,0.390,0.310,0.105,0.267,0.119,0.053,0.081,8
I,0.405,0.300,0.090,0.269,0.103,0.067,0.110,6
I,0.410,0.315,0.095,0.281,0.114,0.035,0.110,7
I,0.410,0.335,0.105,0.331,0.141,0.064,0.105,7
I,0.415,0.310,0.090,0.282,0.125,0.062,0.085,6
I,0.415,0.310,0.100,0.281,0.114,0.057,0.098,6
I,0.415,0.310,0.095,0.311,0.113,0.063,0.115,8
I,0.420,0.325,0.100,0.368,0.168,0.063,0.114,11
I,0.430,0.340,0.100,0.341,0.140,0.067,0.120,8
I,0.435,0.335,0.100,0.325,0.135,0.079,0.098,7
I,0.435,0.330,0.110,0.380,0.152,0.095,0.110,7
I,0.435,0.330,0.105,0.335,0.156,0.056,0.105,8
I,0.435,0.345,0.120,0.322,0.130,0.056,0.119,7
I,0.445,0.330,0.110,0.358,0.153,0.067,0.119,8
I,0.465,0.370,0.110,0.445,0.164,0.096,0.166,7
I,0.470,0.375,0.120,0.487,0.196,0.099,0.135,8
I,0.475,0.340,0.105,0.454,0.203,0.080,0.147,9
I,0.485,0.385,0.130,0.568,0.251,0.178,0.154,7
I,0.485,0.360,0.120,0.516,0.247,0.103,0.147,8
I,0.485,0.370,0.115,0.457,0.189,0.097,0.150,9
I,0.495,0.380,0.135,0.510,0.207,0.117,0.165,8
I,0.495,0.380,0.145,0.500,0.205,0.148,0.151,8
I,0.495,0.375,0.140,0.494,0.181,0.098,0.191,8
I,0.500,0.380,0.110,0.561,0.280,0.106,0.150,9
I,0.505,0.405,0.130,0.599,0.225,0.118,0.225,11
I,0.505,0.400,0.145,0.705,0.334,0.143,0.207,8
F,0.510,0.400,0.120,0.701,0.347,0.111,0.195,10
I,0.515,0.415,0.135,0.713,0.285,0.152,0.245,10
I,0.515,0.420,0.150,0.673,0.256,0.134,0.235,10
M,0.515,0.385,0.110,0.579,0.253,0.160,0.140,8
I,0.520,0.410,0.110,0.519,0.217,0.092,0.184,8
I,0.520,0.415,0.140,0.638,0.308,0.134,0.168,9
I,0.520,0.395,0.125,0.581,0.245,0.146,0.165,9
I,0.520,0.380,0.115,0.665,0.329,0.170,0.143,7
I,0.520,0.385,0.115,0.581,0.256,0.156,0.143,10
I,0.525,0.415,0.120,0.596,0.281,0.120,0.170,9
I,0.525,0.405,0.145,0.697,0.305,0.154,0.210,8
I,0.525,0.400,0.145,0.610,0.248,0.159,0.175,9
I,0.530,0.430,0.140,0.677,0.298,0.097,0.230,8
I,0.530,0.430,0.160,0.725,0.321,0.128,0.240,9
I,0.530,0.395,0.130,0.575,0.247,0.115,0.183,9
I,0.530,0.405,0.120,0.632,0.272,0.148,0.188,9
I,0.535,0.455,0.140,1.002,0.530,0.177,0.244,9
F,0.540,0.425,0.160,0.946,0.368,0.201,0.295,9
I,0.540,0.395,0.135,0.656,0.271,0.155,0.192,9
I,0.540,0.390,0.125,0.626,0.253,0.158,0.190,8
I,0.545,0.425,0.140,0.815,0.305,0.231,0.244,10
I,0.545,0.430,0.140,0.687,0.262,0.141,0.250,9
